"interSampCov00p1","interSampCov0p10p1","interSampCov01","interSampCov0p11","interSampCov010","interSampCov0p110"
65.797463917835,70.219080479747,20.0090479998036,11.0051834230788,33.8050585547014,18.4871845622868
96.0443881645886,45.7519462692108,81.1277390141655,33.4907251365563,60.6768107765,34.5691471213183
191.01733668259,158.677635147297,49.9643803760793,26.7824517632356,41.7017312512889,24.1656363381662
65.7067668969073,57.5672187022944,47.0477223283539,30.8724151544916,60.4890281434536,33.3020945422912
167.488557527996,103.759931832685,95.4687610633943,49.5609632385406,59.2422183776168,41.6642479863417
168.835086237785,41.3918859226975,22.1531098304679,16.5196556659491,30.6138083834834,17.723406426468
159.518022971144,108.79211088707,30.4374836123523,15.6274339301892,38.6853845272315,20.8602161538035
81.2574751966499,89.3634574617447,71.0333183392496,27.4942431485093,47.7751388089997,35.0363034829099
114.148322540225,79.1966342699822,35.1615590426726,12.307350054194,78.8857963508624,44.0129593933012
112.119783809203,144.537595078819,67.9005146397303,44.829795725098,27.1029255737015,16.5397267557023
202.742143130999,253.905131301303,103.521190986818,24.0035080966823,77.6677292251999,43.2416767609597
142.856837651943,55.7339292739789,43.0793859640299,16.2604048066438,33.6696467976431,23.1923449134615
144.84839544604,76.482413994871,87.3213267183246,22.5426354743061,61.0925316085608,27.6333799936163
135.658237862169,131.080988604363,113.191076301646,31.1661968911647,22.9081889742376,10.1249751447411
182.268853473953,162.555718791649,79.5681832201837,36.0033373326859,27.8286869557583,19.4662629855351
152.422919403819,74.2874919111654,69.3273830587524,27.5251541094843,44.6554164600711,20.3340982680469
111.790427564244,63.9823867626492,108.379196407261,21.4573214717114,55.3848852390025,29.2623808856972
116.358522987082,160.810651989866,132.235103518789,61.0625180258312,56.8025726653919,31.9628676084186
222.660670462294,180.823322241141,58.8452507224111,32.042616547495,28.769718284321,23.6513285305235
54.6258296912756,46.3733352106045,59.6154044448719,33.7654581667207,69.1270758670748,42.860157294869
108.491408827961,71.3704076845553,26.6224787673692,10.8112367459344,15.3509888096189,10.8258509526252
66.3961871537187,76.7010275788976,84.1286344338438,35.2819355242667,47.6891475669412,32.2937448609757
159.124049140661,81.4852118384262,44.9613376309028,25.8426342968871,48.1313837629473,35.1525039129922
169.282656476091,217.06732426681,77.6186094137867,45.0145843039694,42.9185517591173,28.5128154004953
99.4150573636083,53.5599563745898,82.5844900814201,31.7606617993394,62.1023297134177,39.6847004244878
91.2356196337469,42.8182176981516,35.4159291452014,17.5167875444864,60.1737818403141,38.0671631618587
112.921486645645,116.93521972988,57.5765321611103,34.0899387242533,56.1421833545279,33.5911161701794
79.20823919592,22.8361305516562,98.8867328512272,42.2577484420941,60.3165145329009,27.0365040120271
108.603743998235,62.5365294002515,67.4608745600689,34.7276367720261,38.9141922650541,14.5076742122791
120.769184844599,88.6515522686917,116.83663402478,59.5369020105245,64.1400104012814,44.5430518258312
65.8202893364542,28.6757803544344,59.0235365521096,22.9325396553439,17.0947761045983,16.8175303264842
177.958191605952,151.25047406136,43.0321306736493,28.7090266678989,67.1255590672022,38.7511293875511
115.875984934554,65.5082671019098,78.757779080741,26.4747935779894,41.8887958626225,26.1702252850804
108.31538595253,39.8052691340458,102.92250284669,40.1037139640573,38.1060707579081,27.9916891223767
57.9383079599684,45.725857864697,33.3756588953247,26.2302640287169,53.8795386902937,33.2039275034272
121.801012962486,237.376300668057,78.7491383367959,34.7352341961349,58.1545816762854,35.7628838080036
154.351514563026,137.33912760095,83.0294640644829,36.2423200173216,48.5000098110052,52.8273006009567
113.891166113075,137.466743934188,128.97458077123,50.5365347637631,59.4846272776796,37.9469675630416
107.707532332687,68.0434301613385,104.848083510395,58.111490592406,20.3770048951488,18.2680950702151
138.770835388207,89.5733826398122,139.30532619767,48.6208987546173,87.6579925057477,46.1395488650516
130.406771747194,57.408684314176,90.6261679653585,43.614369184403,53.9055278687566,26.8394380992885
121.611022662791,99.8624484340424,84.0869879026154,30.0790950216591,50.0029320612018,35.3340841655564
77.6985122768832,117.411535045324,132.529084875345,52.1268305718829,71.0973672050663,62.1416743881926
133.136965382249,120.944442082109,57.555184570725,24.8286226546419,34.3297479926524,20.5619004668309
134.063986716636,88.9315508907333,39.1796990260157,21.3494672684047,43.3168519219708,33.9735483595126
136.91998356583,128.062554169735,53.4028922493498,11.4645449564988,45.9277554852245,31.2460096586056
46.4972967488896,51.0810193576605,100.742189404633,46.9551657622969,60.3907800554719,29.6261270299943
110.267683434969,159.208635484058,132.645569288753,56.9553609722125,39.5023892342859,30.1577573996837
149.701191758611,123.444102621525,83.3517145437791,41.0393708554974,56.9163336605392,26.8952874571109
68.7386004422479,162.297962291314,76.1416720929374,49.2078231058969,89.7457105251641,56.3812210655216
